id;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;condition;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;basement;month;year;price_lot;zipcode_price_lot;buy;action;renovate_to
2568200610;2015-05-13;751000.0;5;2.75;2860;5280;2.0;0;3;2860;0;2006;0;98052;47.707;-122.102;no;5;2015;142.2348484848485;74.8375024620839;no;dont_buy;
2316400285;2015-05-13;495000.0;4;3.5;2490;18042;2.0;0;3;2490;0;2003;0;98070;47.4161;-122.441;no;5;2015;27.43598270701696;5.818290317768163;no;dont_buy;
642800130;2015-05-13;724500.0;3;3.25;3240;4185;2.0;0;3;2770;470;2011;0;98075;47.5794;-122.03;yes;5;2015;173.11827956989248;86.11825192802057;no;dont_buy;
5457300478;2015-05-13;453500.0;2;1.75;1000;1760;1.0;0;4;600;400;1924;0;98109;47.6261;-122.355;yes;5;2015;257.67045454545456;237.93560606060606;no;dont_buy;
2013801086;2015-05-13;245000.0;3;1.5;1340;7391;1.0;0;4;1340;0;1966;0;98198;47.3837;-122.317;no;5;2015;33.148423758625356;33.07454454731001;no;dont_buy;
6145600900;2015-05-13;325000.0;2;2.5;1170;1638;2.0;0;3;1170;0;2008;0;98133;47.7041;-122.351;no;5;2015;198.4126984126984;61.40120038408884;no;dont_buy;
3649100015;2015-05-13;480000.0;3;2.25;1820;15000;1.0;0;3;1480;340;1978;0;98028;47.7401;-122.249;yes;5;2015;32.0;46.19469026548673;yes;renovate;5.0
8682262400;2015-05-13;419950.0;2;1.75;1350;4003;1.0;0;3;1350;0;2004;0;98053;47.7176;-122.033;no;5;2015;104.90881838621034;87.98169980644026;no;dont_buy;
9542801310;2015-05-13;267000.0;3;2.25;2510;9900;1.0;0;3;1610;900;1978;0;98023;47.2988;-122.374;yes;5;2015;26.96969696969697;33.080968241492286;yes;sell;
2867300170;2015-05-13;498000.0;4;2.5;3402;14355;2.0;0;3;2846;556;2014;0;98023;47.3009;-122.385;yes;5;2015;34.69174503657262;33.080968241492286;no;dont_buy;
303800020;2015-05-13;425000.0;3;2.75;3370;13929;2.0;0;3;2650;720;1986;0;98092;47.3411;-122.197;yes;5;2015;30.511881685691723;41.666666666666664;yes;sell;
3025300250;2015-05-13;1620000.0;4;2.25;2350;17709;2.0;0;4;2350;0;1977;0;98039;47.6232;-122.236;no;5;2015;91.47890902930713;104.20563244803078;yes;renovate;5.0
7424700045;2015-05-13;2050000.0;5;3.0;3830;8480;2.0;0;5;2630;1200;1905;1994;98122;47.6166;-122.287;yes;5;2015;241.74528301886792;191.0554285714286;no;dont_buy;
9567800435;2015-05-13;465000.0;4;1.75;1640;7194;1.5;0;4;1480;160;1915;0;98011;47.7649;-122.205;yes;5;2015;64.6371976647206;53.199052132701425;no;dont_buy;
9828700685;2015-05-13;900000.0;3;1.75;1540;8400;1.5;0;3;1540;0;1902;0;98122;47.6187;-122.295;no;5;2015;107.14285714285714;206.25;yes;sell;
3764650010;2015-05-13;500000.0;3;2.5;2300;4307;2.0;0;3;2300;0;1998;0;98034;47.7326;-122.197;no;5;2015;116.09008590666357;54.78767123287671;no;dont_buy;
5634500234;2015-05-13;554990.0;3;2.5;2100;6092;2.0;0;3;2100;0;2013;0;98028;47.7508;-122.239;no;5;2015;91.10144451739987;46.19469026548673;no;dont_buy;
8731730590;2015-05-13;242150.0;4;1.75;1490;8544;1.0;0;4;1490;0;1970;0;98031;47.3894;-122.166;no;5;2015;28.341526217228463;32.520325203252035;yes;renovate;5.0
1922059135;2015-05-13;250000.0;2;2.0;1130;5500;1.0;0;4;1130;0;1941;0;98030;47.3839;-122.225;no;5;2015;45.45454545454545;28.84572988739655;no;dont_buy;
2112700600;2015-05-13;415000.0;3;2.25;1640;5880;1.0;0;3;1240;400;1977;0;98106;47.5323;-122.351;yes;5;2015;70.578231292517;66.73228346456693;no;dont_buy;
7399000360;2015-05-13;330000.0;4;1.75;1720;8300;1.0;0;4;1720;0;1965;0;98055;47.4654;-122.194;no;5;2015;39.75903614457831;35.2853735411875;no;dont_buy;
1604590190;2015-05-13;775000.0;5;3.5;3730;16679;1.0;0;3;2760;970;1990;0;98075;47.5987;-122.029;yes;5;2015;46.465615444571014;86.11825192802057;yes;sell;
7327902612;2015-05-13;269500.0;2;1.0;930;4000;1.0;0;3;730;200;1943;0;98108;47.5321;-122.323;yes;5;2015;67.375;69.82551698670605;yes;renovate;5.0
1423200110;2015-05-13;180000.0;2;1.0;800;9450;1.0;0;3;800;0;1958;0;98058;47.4563;-122.184;no;5;2015;19.047619047619047;39.95124593716143;yes;sell;
7760400480;2015-05-13;288000.0;3;2.5;1370;9253;1.0;0;3;1090;280;1994;0;98042;47.3717;-122.073;yes;5;2015;31.12504052739652;44.19731964642144;yes;sell;
2122049013;2015-05-13;204750.0;2;1.0;880;7575;1.0;0;4;880;0;1942;0;98198;47.3757;-122.304;no;5;2015;27.02970297029703;33.07454454731001;yes;sell;
3445000274;2015-05-13;170000.0;3;1.0;970;8710;1.0;0;4;970;0;1962;0;98198;47.4167;-122.302;no;5;2015;19.51779563719862;33.07454454731001;yes;sell;
2698200010;2015-05-13;165000.0;3;1.0;1380;7334;1.0;0;3;980;400;1981;0;98055;47.4339;-122.192;yes;5;2015;22.497954731388056;45.61454818147732;yes;renovate;5.0
2734100395;2015-05-13;380000.0;2;1.0;760;4000;1.5;0;3;760;0;1910;0;98108;47.5462;-122.32;no;5;2015;95.0;69.82551698670605;no;dont_buy;
3438500114;2015-05-12;377000.0;4;2.0;1640;5014;1.0;0;4;930;710;1982;0;98106;47.5545;-122.356;yes;5;2015;75.18946948544077;54.54736937782098;no;dont_buy;
6661200260;2015-05-12;220000.0;2;1.5;1030;2850;2.0;0;3;1030;0;1995;0;98038;47.3845;-122.039;no;5;2015;77.19298245614036;57.915057915057915;no;dont_buy;
7979900440;2015-05-12;600000.0;2;1.75;2080;13054;1.0;0;3;2080;0;1951;0;98155;47.7435;-122.292;no;5;2015;45.96292324191818;40.666666666666664;no;dont_buy;
2597501190;2015-05-12;270000.0;3;2.25;2080;26574;1.0;0;3;1380;700;1993;0;98002;47.2846;-122.192;yes;5;2015;10.160307067058026;43.579974722148094;yes;sell;
1402620120;2015-05-12;440000.0;4;2.5;2410;7517;2.0;0;3;2410;0;1983;0;98058;47.4388;-122.142;no;5;2015;58.53398962352002;39.95124593716143;no;dont_buy;
9151600106;2015-05-12;750000.0;4;1.5;2030;3300;1.5;0;4;1530;500;1927;0;98116;47.5855;-122.383;yes;5;2015;227.27272727272728;108.69565217391305;no;dont_buy;
8151600142;2015-05-12;319950.0;5;1.75;1710;11900;1.0;0;3;1070;640;1958;0;98146;47.506;-122.365;yes;5;2015;26.886554621848738;36.30008066684593;yes;renovate;5.0
3362400640;2015-05-12;825000.0;3;1.75;2010;3090;1.5;0;5;1510;500;1926;0;98103;47.682;-122.348;yes;5;2015;266.99029126213594;160.0;no;dont_buy;
9385200045;2015-05-12;729500.0;3;2.5;1660;1091;3.0;0;3;1530;130;2015;0;98116;47.5818;-122.402;yes;5;2015;668.6526122823099;136.89919295671314;no;dont_buy;
9550204620;2015-05-12;475000.0;3;1.75;1720;3825;1.5;0;3;1720;0;1925;0;98105;47.666;-122.327;no;5;2015;124.18300653594771;165.94470249944703;yes;renovate;5.0
3760500240;2015-05-12;435000.0;2;0.75;750;16321;1.0;0;3;750;0;1936;0;98034;47.6985;-122.229;no;5;2015;26.652778628760494;54.78767123287671;yes;renovate;5.0
4307350200;2015-05-12;347000.0;3;2.5;1680;4308;2.0;0;3;1680;0;2004;0;98056;47.4802;-122.179;no;5;2015;80.54781801299907;73.16511118792488;no;dont_buy;
422069067;2015-05-12;276500.0;4;2.25;2380;128937;1.0;0;4;2380;0;1960;0;98038;47.4253;-122.043;no;5;2015;2.1444581462264516;26.506696428571427;yes;renovate;5.0
5417600130;2015-05-12;301000.0;2;1.0;910;9000;1.0;0;3;910;0;1923;0;98065;47.526;-121.81;no;5;2015;33.44444444444444;89.0519568151147;yes;sell;
8146300180;2015-05-12;860000.0;5;2.25;1960;8592;1.0;0;4;1290;670;1958;0;98004;47.6066;-122.192;yes;5;2015;100.09310986964618;85.40464130050654;no;dont_buy;
7199330170;2015-05-12;450000.0;3;1.75;1720;6960;1.0;0;3;1140;580;1978;0;98052;47.6972;-122.129;yes;5;2015;64.65517241379311;74.8375024620839;yes;sell;
4139420190;2015-05-12;2480000.0;4;5.0;5310;16909;1.0;0;3;3090;2220;1992;0;98006;47.5515;-122.113;yes;5;2015;146.66745520137206;74.94897884553866;no;dont_buy;
3904921100;2015-05-12;674725.0;4;2.5;2700;10160;2.0;0;3;2700;0;1988;0;98029;47.5685;-122.012;no;5;2015;66.4099409448819;126.02725068692419;yes;sell;
522069119;2015-05-12;550000.0;3;2.5;2720;62310;1.0;0;3;2040;680;1985;0;98038;47.4168;-122.074;yes;5;2015;8.826833574065159;57.915057915057915;yes;sell;
1337800855;2015-05-12;885000.0;3;1.5;2200;2880;2.0;0;5;1440;760;1904;0;98112;47.6308;-122.312;yes;5;2015;307.2916666666667;269.8130341880342;no;dont_buy;
1775700011;2015-05-12;390000.0;3;2.5;1410;26375;1.0;0;3;1410;0;1992;0;98077;47.7432;-122.076;no;5;2015;14.786729857819905;17.70239573611422;yes;renovate;5.0
2524049108;2015-05-12;1380000.0;5;4.25;4050;18827;1.0;0;4;2150;1900;1979;0;98040;47.5323;-122.237;yes;5;2015;73.29898549954852;81.9596660417111;yes;renovate;5.0
7893203480;2015-05-12;205000.0;3;1.5;1420;5000;1.0;0;3;920;500;1987;0;98198;47.4192;-122.33;yes;5;2015;41.0;30.445613063935788;no;dont_buy;
8955800045;2015-05-12;530000.0;2;2.25;2080;11285;1.0;0;4;1180;900;1954;0;98042;47.3628;-122.147;yes;5;2015;46.96499778466992;25.96053997923157;no;dont_buy;
1180007375;2015-05-12;625000.0;5;3.5;4010;6000;2.0;0;3;2560;1450;1997;0;98178;47.4928;-122.229;yes;5;2015;104.16666666666667;37.704402515723274;no;dont_buy;
9358000780;2015-05-12;275000.0;2;1.0;830;5610;1.0;0;3;830;0;1922;0;98126;47.5674;-122.367;no;5;2015;49.01960784313726;88.07292814099657;yes;sell;
9485940290;2015-05-12;464950.0;4;2.25;2350;36116;1.0;0;4;2350;0;1983;0;98042;47.3533;-122.082;no;5;2015;12.873795547679698;25.96053997923157;yes;renovate;5.0
2769601250;2015-05-12;550000.0;2;1.0;1420;3100;1.0;0;3;820;600;1924;0;98107;47.6737;-122.365;yes;5;2015;177.41935483870967;320.41329528835786;yes;sell;
7932000041;2015-05-12;602500.0;2;2.5;3090;47044;1.0;0;4;2250;840;1979;0;98058;47.4291;-122.177;yes;5;2015;12.807159255165377;32.866403735436776;yes;sell;
9136103130;2015-05-12;685000.0;2;1.5;1090;4013;1.5;0;3;1090;0;1900;0;98103;47.6652;-122.338;no;5;2015;170.69524046847744;224.58333333333334;yes;sell;
5153200356;2015-05-12;280000.0;4;1.75;2250;16000;1.0;0;3;1450;800;1957;0;98023;47.3303;-122.351;yes;5;2015;17.5;33.080968241492286;yes;sell;
8822900122;2015-05-12;325000.0;3;2.25;1330;969;3.0;0;3;1330;0;2007;0;98125;47.7177;-122.292;no;5;2015;335.39731682146544;59.57229404845101;no;dont_buy;
7299600700;2015-05-12;328000.0;3;2.5;2242;4800;2.0;0;3;2242;0;2013;0;98092;47.2581;-122.2;no;5;2015;68.33333333333333;41.666666666666664;no;dont_buy;
2722059275;2015-05-12;536000.0;3;2.75;2290;34548;2.0;0;4;2290;0;1984;0;98042;47.3691;-122.163;no;5;2015;15.514646289220794;25.96053997923157;yes;renovate;5.0
2783100230;2015-05-12;530000.0;4;2.25;1940;8270;2.0;0;5;1940;0;1962;0;98133;47.7567;-122.333;no;5;2015;64.08706166868198;48.61635265113041;no;dont_buy;
9828700005;2015-05-12;440000.0;3;1.0;1040;4000;1.0;0;3;1040;0;1950;0;98122;47.6178;-122.292;no;5;2015;110.0;206.25;yes;sell;
8685500020;2015-05-12;387000.0;3;1.0;1530;6372;1.0;0;3;1210;320;1962;0;98118;47.535;-122.289;yes;5;2015;60.73446327683616;78.13953488372093;yes;sell;
6206100075;2015-05-12;700000.0;4;1.75;1980;10800;1.0;0;4;1320;660;1953;0;98005;47.5899;-122.173;yes;5;2015;64.81481481481481;61.553519366930445;no;dont_buy;
9526600340;2015-05-12;729000.0;3;2.5;2440;4244;2.0;0;3;2440;0;2011;0;98052;47.7057;-122.112;no;5;2015;171.77191328934967;74.8375024620839;no;dont_buy;
5536100020;2015-05-12;1190000.0;3;2.0;2160;15788;1.0;0;3;2160;0;1951;0;98004;47.6227;-122.207;no;5;2015;75.37370154547757;115.75190508343783;yes;sell;
9407001770;2015-05-12;304950.0;3;1.75;1350;9000;1.0;0;3;1350;0;1987;0;98045;47.4487;-121.773;no;5;2015;33.88333333333333;24.89177489177489;no;dont_buy;
9834200390;2015-05-12;670000.0;3;1.5;1220;4080;1.5;0;5;1220;0;1914;0;98144;47.5746;-122.289;no;5;2015;164.2156862745098;146.06741573033707;no;dont_buy;
2473002650;2015-05-12;495000.0;4;2.5;2400;11640;1.0;0;5;1800;600;1968;0;98058;47.4485;-122.139;yes;5;2015;42.52577319587629;31.20773951940081;no;dont_buy;
7795810110;2015-05-12;390000.0;3;1.75;1430;9857;1.0;0;4;1140;290;1980;0;98045;47.4964;-121.771;yes;5;2015;39.56579080856244;26.846405228758172;no;dont_buy;
305500140;2015-05-12;365000.0;3;2.5;2200;4052;2.0;0;3;2200;0;2005;0;98058;47.4362;-122.178;no;5;2015;90.07897334649556;39.95124593716143;no;dont_buy;
5680000260;2015-05-12;385000.0;3;1.0;810;4600;1.0;0;3;810;0;1918;0;98144;47.5712;-122.316;no;5;2015;83.69565217391305;180.99715905219986;yes;sell;
6056111350;2015-05-12;439000.0;3;2.25;1430;2343;2.0;0;3;1430;0;2012;0;98108;47.5648;-122.294;no;5;2015;187.3666239863423;69.82551698670605;no;dont_buy;
3361400980;2015-05-12;135000.0;2;1.0;600;6120;1.0;0;3;600;0;1943;1989;98168;47.5;-122.317;no;5;2015;22.058823529411764;25.452123750734863;yes;renovate;5.0
2123700015;2015-05-12;228800.0;4;2.5;1470;1612;2.0;0;3;980;490;2003;0;98118;47.5275;-122.271;yes;5;2015;141.93548387096774;78.13953488372093;no;dont_buy;
8682310310;2015-05-11;589000.0;2;2.0;1850;4667;1.0;0;3;1850;0;2010;0;98053;47.7101;-122.014;no;5;2015;126.20527105206772;87.98169980644026;no;dont_buy;
7853380570;2015-05-11;701000.0;4;2.5;3340;5314;2.0;0;3;3340;0;2010;0;98065;47.5167;-121.885;no;5;2015;131.91569439217162;89.0519568151147;no;dont_buy;
3336001515;2015-05-11;426250.0;4;1.0;1610;6000;1.5;0;4;1510;100;1905;0;98118;47.5261;-122.266;yes;5;2015;71.04166666666667;73.45132743362832;yes;renovate;5.0
7936000252;2015-05-11;521000.0;2;1.0;1050;7500;1.5;0;4;1050;0;1910;0;98116;47.5577;-122.399;no;5;2015;69.46666666666667;108.69565217391305;yes;renovate;5.0
2421059090;2015-05-11;640000.0;4;2.5;4090;215186;2.0;0;4;3670;420;1979;0;98092;47.2964;-122.116;yes;5;2015;2.9741711821401022;22.123456790123456;yes;sell;
5428000070;2015-05-11;770000.0;5;3.5;4750;8234;2.0;0;3;3350;1400;2013;0;98198;47.3574;-122.318;yes;5;2015;93.51469516638329;30.445613063935788;no;dont_buy;
3343901440;2015-05-11;379000.0;4;1.75;2180;7876;1.0;0;4;1290;890;1977;0;98056;47.5157;-122.191;yes;5;2015;48.12087353986795;37.947840537309474;no;dont_buy;
1326069188;2015-05-11;350000.0;3;2.5;1640;10424;2.0;0;3;1640;0;1988;0;98019;47.7345;-121.977;no;5;2015;33.57636224098235;38.975927071331604;yes;sell;
2473350470;2015-05-11;330000.0;3;1.5;1440;7875;1.0;0;4;1440;0;1968;0;98058;47.4561;-122.148;no;5;2015;41.904761904761905;32.866403735436776;no;dont_buy;
4273000095;2015-05-11;340000.0;4;1.75;1400;8374;1.0;0;3;1400;0;1953;0;98166;47.4735;-122.344;no;5;2015;40.60186290900406;36.48;no;dont_buy;
1138010180;2015-05-11;399950.0;3;2.5;1510;7300;1.0;0;3;1040;470;1974;0;98034;47.7153;-122.211;yes;5;2015;54.78767123287671;54.78767123287671;no;dont_buy;
1445500100;2015-05-11;900000.0;5;2.25;2510;35691;1.0;0;3;2510;0;1967;0;98005;47.6435;-122.154;no;5;2015;25.216441119609986;51.101521689756986;yes;renovate;5.0
9266700190;2015-05-11;245000.0;1;1.0;390;2000;1.0;0;4;390;0;1920;0;98103;47.6938;-122.347;no;5;2015;122.5;148.95833333333334;yes;renovate;5.0
5255300150;2015-05-11;510000.0;3;1.75;1950;8325;1.0;0;4;1950;0;1962;0;98011;47.7685;-122.2;no;5;2015;61.26126126126126;53.199052132701425;no;dont_buy;
5127100100;2015-05-11;382880.0;3;2.0;1620;9566;1.0;0;4;1620;0;1968;0;98059;47.474;-122.146;no;5;2015;40.025088856366295;29.615384615384617;no;dont_buy;
9353300820;2015-05-11;310000.0;3;1.0;1250;10723;1.0;0;4;1250;0;1961;0;98059;47.4894;-122.135;no;5;2015;28.90982001305605;29.615384615384617;yes;sell;
5540800100;2015-05-11;245000.0;3;1.0;910;6630;1.0;0;4;910;0;1912;0;98103;47.6947;-122.346;no;5;2015;36.95324283559577;148.95833333333334;yes;renovate;5.0
3333000655;2015-05-11;334000.0;2;1.0;890;6000;1.0;0;3;890;0;1941;0;98118;47.5437;-122.281;no;5;2015;55.666666666666664;78.13953488372093;yes;sell;
1732800199;2015-05-11;935000.0;2;2.5;1680;977;3.0;0;3;1680;0;2009;0;98119;47.632;-122.361;no;5;2015;957.0112589559877;265.51724137931035;no;dont_buy;
4045800030;2015-05-11;739000.0;3;2.25;2220;10530;1.0;0;4;1700;520;1974;0;98052;47.6383;-122.098;yes;5;2015;70.18043684710351;59.92599742599742;no;dont_buy;
5583200345;2015-05-11;422000.0;2;1.0;750;4000;1.0;0;4;750;0;1926;0;98118;47.5547;-122.272;no;5;2015;105.5;73.45132743362832;no;dont_buy;
7104100110;2015-05-11;899000.0;4;3.5;2490;5500;2.0;0;3;1780;710;2015;0;98136;47.5499;-122.393;yes;5;2015;163.45454545454547;105.80982392957182;no;dont_buy;
1934800162;2015-05-11;386180.0;2;1.5;960;1829;2.0;0;3;960;0;2005;0;98122;47.6032;-122.308;no;5;2015;211.14270092946967;206.25;no;dont_buy;
3422059208;2015-05-11;390000.0;3;2.5;1930;64904;1.0;0;4;1930;0;1988;0;98042;47.346;-122.157;no;5;2015;6.00887464563047;25.96053997923157;yes;renovate;5.0
2817100430;2015-05-11;389000.0;3;2.0;2080;12972;1.0;0;4;1250;830;1981;0;98070;47.3733;-122.432;yes;5;2015;29.987665741597286;13.104432812328415;no;dont_buy;
2877103615;2015-05-11;870000.0;4;1.75;2370;5000;1.5;0;3;1770;600;1919;0;98103;47.6779;-122.357;yes;5;2015;174.0;224.58333333333334;yes;sell;
1925069082;2015-05-11;2200000.0;5;4.25;4640;22703;2.0;1;5;2860;1780;1952;0;98052;47.6393;-122.097;yes;5;2015;96.90349293044972;63.30767195767196;no;dont_buy;
2473350790;2015-05-11;371000.0;3;1.75;1970;9512;1.0;0;3;1970;0;1968;0;98058;47.4545;-122.146;no;5;2015;39.00336417157275;39.95124593716143;yes;sell;
2738650030;2015-05-11;552500.0;3;2.5;2450;3582;2.0;0;3;2450;0;2008;0;98072;47.7749;-122.159;no;5;2015;154.2434394193188;28.614352513619323;no;dont_buy;
5694501195;2015-05-11;438600.0;1;1.0;720;2500;1.0;0;3;720;0;1910;0;98103;47.6597;-122.345;no;5;2015;175.44;224.58333333333334;yes;sell;
2917200645;2015-05-11;575000.0;4;1.75;2020;6200;1.0;0;4;1010;1010;1948;0;98133;47.7013;-122.35;yes;5;2015;92.74193548387096;48.97815362931642;no;dont_buy;
6046400755;2015-05-11;475000.0;5;1.75;2020;5100;1.5;0;5;1320;700;1911;0;98103;47.6915;-122.345;yes;5;2015;93.13725490196079;160.0;yes;sell;
4389201095;2015-05-11;3650000.0;5;3.75;5020;8694;2.0;0;3;3970;1050;2007;0;98004;47.6146;-122.213;yes;5;2015;419.8297676558546;115.75190508343783;no;dont_buy;
6798100070;2015-05-11;467000.0;3;1.0;1220;8040;1.5;0;3;1220;0;1965;0;98125;47.7133;-122.308;no;5;2015;58.08457711442786;59.57229404845101;yes;renovate;5.0
6639900219;2015-05-11;419900.0;3;2.5;1630;1755;2.0;0;3;1320;310;1997;0;98033;47.691;-122.176;yes;5;2015;239.25925925925927;95.62103565314624;no;dont_buy;
1695900060;2015-05-11;535000.0;4;1.0;1610;2982;1.5;0;4;1610;0;1925;0;98144;47.587;-122.294;no;5;2015;179.40979208584844;121.79775280898876;no;dont_buy;
1591600307;2015-05-11;360000.0;3;1.75;1810;7200;1.0;0;5;1030;780;1959;0;98146;47.4993;-122.364;yes;5;2015;50.0;54.05280528052805;yes;sell;
3343300644;2015-05-11;343000.0;2;1.0;1110;9920;1.0;0;5;700;410;1942;0;98056;47.5454;-122.192;yes;5;2015;34.57661290322581;40.447324414715716;yes;sell;
6324000090;2015-05-11;210000.0;2;1.0;990;8140;1.0;0;1;990;0;1910;0;98116;47.5828;-122.382;no;5;2015;25.798525798525798;25.798525798525798;no;dont_buy;
1240700006;2015-05-11;870000.0;3;2.0;2320;65340;1.5;0;3;2320;0;1992;0;98074;47.6106;-122.055;no;5;2015;13.314967860422406;64.67189790463051;yes;sell;
5651010150;2015-05-10;435000.0;3;2.5;1930;5790;2.0;0;4;1930;0;1988;0;98011;47.7733;-122.17;no;5;2015;75.12953367875647;53.199052132701425;no;dont_buy;
7852170140;2015-05-10;650000.0;4;2.5;3180;5438;2.0;0;3;3180;0;2003;0;98065;47.5416;-121.864;no;5;2015;119.52923869069511;89.0519568151147;no;dont_buy;
2493200325;2015-05-09;589500.0;4;1.5;1440;3200;1.0;0;4;960;480;1960;0;98136;47.5269;-122.383;yes;5;2015;184.21875;88.48;no;dont_buy;
871000435;2015-05-09;812000.0;4;2.0;2380;6122;1.0;0;4;1310;1070;1949;0;98199;47.6506;-122.405;yes;5;2015;132.63639333551126;130.34104272834182;no;dont_buy;
7429000130;2015-05-09;515000.0;4;2.5;2980;12534;2.0;0;3;2980;0;1996;0;98031;47.3999;-122.211;no;5;2015;41.08823998723472;38.125;no;dont_buy;
2215900410;2015-05-08;323000.0;4;2.75;2000;9083;2.0;0;4;2000;0;1992;0;98038;47.3511;-122.058;no;5;2015;35.56093801607398;26.506696428571427;no;dont_buy;
122029066;2015-05-08;490000.0;3;1.75;2020;215622;2.0;0;4;2020;0;1975;0;98070;47.4189;-122.499;no;5;2015;2.272495385443044;13.104432812328415;yes;sell;
8944550050;2015-05-08;448500.0;3;2.5;2080;3920;2.0;0;3;2080;0;2010;0;98118;47.5412;-122.286;no;5;2015;114.41326530612245;78.13953488372093;no;dont_buy;
2424059174;2015-05-08;1999950.0;4;3.25;5640;35006;2.0;0;3;4900;740;2015;0;98006;47.5491;-122.104;yes;5;2015;57.13163457692967;74.94897884553866;yes;sell;
8820903080;2015-05-08;455000.0;2;1.0;910;5759;1.0;0;3;910;0;1951;0;98125;47.7153;-122.284;no;5;2015;79.00677200902935;59.57229404845101;no;dont_buy;
1118000320;2015-05-08;3400000.0;4;4.0;4260;11765;2.0;0;3;3280;980;1939;2010;98112;47.638;-122.288;yes;5;2015;288.99277518062047;222.8132387706856;no;dont_buy;
629811340;2015-05-08;770000.0;4;3.0;2800;9127;2.0;0;3;2800;0;1999;0;98074;47.6123;-122.007;no;5;2015;84.36507066944232;64.67189790463051;no;dont_buy;
7302000610;2015-05-08;316000.0;4;1.5;2120;46173;2.0;0;3;2120;0;1974;0;98053;47.6503;-121.968;no;5;2015;6.843826478678015;87.98169980644026;yes;sell;
8651410090;2015-05-08;209000.0;2;1.0;840;5265;1.0;0;5;840;0;1969;0;98042;47.3644;-122.082;no;5;2015;39.69610636277303;29.426576421318643;no;dont_buy;
2359300030;2015-05-08;565000.0;3;1.0;910;5212;1.0;0;3;910;0;1951;0;98115;47.6742;-122.284;no;5;2015;108.40368380660016;107.73745819397993;no;dont_buy;
6021502070;2015-05-08;600000.0;2;1.0;1410;4500;1.0;0;3;1020;390;1939;0;98117;47.6883;-122.384;yes;5;2015;133.33333333333334;139.53488372093022;yes;renovate;5.0
4025300135;2015-05-08;451000.0;3;1.75;1790;9813;2.0;0;3;1790;0;1949;0;98155;47.749;-122.305;no;5;2015;45.95944155711811;40.666666666666664;no;dont_buy;
